number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test.rho2,user_attrs_test_acc,state,Rank,numLC,case,user_attrs_scaledentropy,rho
22,0.673154056,00:21.5,00:26.2,4,shared,0.022259385,256,256,64,64,4,0.015593375,1500,20,0.000154531,0.007853787,0.387268782,0.702433646,COMPLETE,1,3,2483,0.30230999,0.387268782
37,0.67315501,30:01.3,30:08.6,7,class-specific,0.00677551,64,256,128,64,4,0.305868057,900,40,0.002003479,0.004692818,0.387267947,0.704645991,COMPLETE,2,2,923,0.669380069,0.387267947
4,0.673156381,21:28.9,21:32.8,3,class-specific,0.011158493,256,64,64,NA,3,0.310459837,300,40,0.008521265,0.000291687,0.387266576,0.710177004,COMPLETE,4,3,1593,0.347811848,0.387266576
47,0.67315793,38:51.8,38:56.9,5,class-specific,0.02737939,128,64,256,NA,3,0.217056601,900,20,0.002436619,0.000235634,0.387265205,0.698561966,COMPLETE,2,3,2517,0.569331348,0.387265205
33,0.673158765,57:19.8,57:29.4,9,class-specific,0.007220605,128,256,NA,NA,2,0.2062766,1500,10,0.000492918,0.002109696,0.387264431,0.705199122,COMPLETE,5,4,2858,0.447963238,0.387264431
35,0.67315942,58:00.9,58:04.9,4,class-specific,0.018856179,128,64,NA,NA,2,0.072325906,900,20,0.000985781,0.007237868,0.387263894,0.711836278,COMPLETE,5,2,1538,0.525443852,0.387263894
22,0.673164189,22:04.4,22:08.9,4,shared,0.021859384,128,64,NA,NA,2,0.273204498,1200,20,0.001583457,0.009030452,0.387259543,0.708517671,COMPLETE,4,4,3202,0.57857734,0.387259543
47,0.673164427,00:44.0,00:49.5,5,class-specific,0.008804126,64,256,256,NA,3,0.332939699,600,40,0.002985764,0.006526628,0.387259364,0.708517671,COMPLETE,5,3,2852,0.584137499,0.387259364
40,0.673165381,30:56.4,31:01.0,4,class-specific,0.011169927,256,64,NA,NA,2,0.231798466,300,40,0.000998803,0.000249211,0.38725847,0.716261089,COMPLETE,4,2,3596,0.705725312,0.38725847
28,0.673166871,50:53.0,50:55.1,2,class-specific,0.022533509,64,64,NA,NA,2,0.374968982,1200,20,0.000587069,0.001064691,0.387257099,0.709623873,COMPLETE,5,4,51,0.606568575,0.387257099
22,0.673167825,36:46.5,36:51.4,4,class-specific,0.034588865,64,64,NA,NA,2,0.294258888,1500,40,0.001036819,0.000399324,0.387256265,0.714048684,COMPLETE,3,2,1003,0.750975609,0.387256265
41,0.673170626,43:05.8,43:09.2,3,class-specific,0.016288972,64,256,NA,NA,2,0.035364234,300,40,0.000494708,0.00623501,0.387253642,0.70409292,COMPLETE,4,2,2482,0.385100633,0.387253642
12,0.673171401,19:07.7,19:12.7,4,class-specific,0.015733727,256,64,128,NA,3,0.249858977,300,20,0.000526204,0.001802221,0.387253046,0.707964599,COMPLETE,1,3,1064,0.536059558,0.387253046
21,0.673171461,09:38.3,09:41.9,3,class-specific,0.02831228,64,64,NA,NA,2,0.242429877,900,20,0.003292657,0.000212717,0.387252867,0.709070802,COMPLETE,2,2,2710,0.482085526,0.387252867
48,0.673172474,56:43.6,56:47.0,3,class-specific,0.033467997,64,128,NA,NA,2,0.384140342,1500,40,0.001230065,0.001599877,0.387251973,0.718473434,COMPLETE,1,2,1152,0.375903666,0.387251973
13,0.673173189,22:06.1,22:10.3,4,class-specific,0.053806403,64,128,NA,NA,2,0.15973133,300,1,0.00021674,0.001425339,0.387251258,0.704645991,COMPLETE,3,2,2162,0.270779401,0.387251258
41,0.673174202,24:20.8,24:24.7,3,class-specific,0.024408719,128,128,64,64,4,0.023925494,300,1,0.000111382,0.001320856,0.387250364,0.719579637,COMPLETE,4,4,3373,0.595520318,0.387250364
21,0.673174739,59:03.8,59:08.9,5,class-specific,0.018005183,128,64,NA,NA,2,0.173976949,600,20,0.001285034,0.000995426,0.387250006,0.710730076,COMPLETE,3,2,2762,0.490192056,0.387250006
36,0.673175216,30:53.3,31:06.5,13,class-specific,0.008972461,128,256,NA,NA,2,0.09182993,900,40,0.001103254,0.000429838,0.38724947,0.707411528,COMPLETE,3,2,187,0.511335075,0.38724947
34,0.673175514,06:00.5,06:03.5,3,class-specific,0.020524722,64,128,NA,NA,2,0.084181671,600,20,0.000513603,0.000138725,0.387249231,0.72068584,COMPLETE,4,3,3401,0.642336667,0.387249231
29,0.673175871,23:36.8,23:42.7,5,class-specific,0.035031767,256,64,64,NA,3,0.051248953,1200,10,0.000639642,0.009640008,0.387248874,0.698008835,COMPLETE,1,2,2191,0.587433577,0.387248874
25,0.673176169,51:49.3,51:55.4,6,class-specific,0.0080409,128,64,256,64,4,0.230847315,900,1,0.001144142,0.006734118,0.387248576,0.702433646,COMPLETE,4,3,1851,0.699293077,0.387248576
6,0.673176765,49:49.6,49:56.0,6,class-specific,0.011181537,64,128,64,NA,3,0.010680676,1500,10,0.000702045,0.001189456,0.387248158,0.719579637,COMPLETE,4,4,2857,0.715109408,0.387248158
33,0.673178792,35:02.5,35:09.7,7,class-specific,0.010631668,64,64,NA,NA,2,0.152760722,900,40,0.006427968,0.000624727,0.387246251,0.714601755,COMPLETE,2,2,863,0.363654345,0.387246251
13,0.673180342,51:15.2,51:20.5,5,class-specific,0.018652868,64,64,NA,NA,2,0.161469651,1500,10,0.000473425,0.002790315,0.387244821,0.714048684,COMPLETE,5,3,1652,0.829411745,0.387244821
36,0.673180938,20:01.3,20:06.3,4,class-specific,0.011228964,256,256,256,128,4,0.371966776,900,20,0.009619764,0.002679561,0.387244344,0.707964599,COMPLETE,5,4,3625,0.716832936,0.387244344
12,0.673181057,29:45.8,29:50.2,4,class-specific,0.025093293,64,128,256,64,4,0.037352773,1500,1,0.000330111,0.000597732,0.387244165,0.699115038,COMPLETE,2,2,1340,0.63566196,0.387244165
15,0.673183858,38:53.6,38:56.8,3,class-specific,0.025492711,128,128,NA,NA,2,0.139831797,1500,1,0.00051485,0.001999238,0.387241602,0.698008835,COMPLETE,2,3,1436,0.547868252,0.387241602
5,0.673184156,37:32.5,37:37.6,5,class-specific,0.009608359,64,128,128,NA,3,0.01676371,300,20,0.009626643,0.00258681,0.387241244,0.707964599,COMPLETE,5,3,1548,0.501721561,0.387241244
44,0.673184633,23:15.6,23:18.4,2,class-specific,0.024151601,128,128,NA,NA,2,0.131131257,900,20,0.005892355,0.008028254,0.387240946,0.711836278,COMPLETE,4,4,3654,0.386248499,0.387240946
15,0.673184752,36:47.3,36:52.8,5,class-specific,0.014097805,128,128,64,NA,3,0.169950272,900,10,0.000846693,0.000457809,0.387240767,0.710730076,COMPLETE,3,2,2208,0.733274162,0.387240767
28,0.673186719,00:55.3,00:58.7,3,class-specific,0.024914354,64,64,NA,NA,2,0.303006393,1200,1,0.002967038,0.000239498,0.387239158,0.711283207,COMPLETE,3,2,2801,0.742982924,0.387239158
25,0.673191428,09:51.0,09:55.5,4,class-specific,0.006884377,64,128,NA,NA,2,0.348560716,900,40,0.000304153,0.001207655,0.387234747,0.711283207,COMPLETE,5,2,3279,0.872874141,0.387234747
33,0.673192918,39:37.0,39:43.5,6,class-specific,0.012036283,64,256,NA,NA,2,0.089542166,300,40,0.000483972,0.000146216,0.387233377,0.711283207,COMPLETE,4,3,1824,0.663159609,0.387233377
36,0.673194289,33:04.6,33:09.4,4,class-specific,0.011402173,64,128,NA,NA,2,0.274160742,600,40,0.000132198,0.001405477,0.387232184,0.722898245,COMPLETE,4,2,2283,0.450501919,0.387232184
33,0.673196256,17:10.5,17:13.7,3,class-specific,0.028171244,256,128,NA,NA,2,0.398831417,1200,20,0.000906252,0.001010559,0.387230396,0.699115038,COMPLETE,4,4,2968,0.821580887,0.387230396
27,0.673196971,19:50.5,19:56.6,6,shared,0.028601193,256,64,NA,NA,2,0.182238875,1200,1,0.000373275,0.003085224,0.387229621,0.711283207,COMPLETE,4,2,1984,0.349996656,0.387229621
35,0.673197925,23:07.4,23:10.3,2,class-specific,0.022502413,256,256,64,NA,3,0.059825158,1200,20,0.001178273,0.000371523,0.387228847,0.70409292,COMPLETE,5,4,3258,0.418051243,0.387228847
45,0.673198283,27:15.4,27:23.2,7,class-specific,0.005853421,64,64,128,NA,3,0.200156088,1500,10,0.000195369,0.001264918,0.387228549,0.715707958,COMPLETE,1,3,2212,0.518424392,0.387228549
43,0.67319876,15:53.5,15:55.8,2,class-specific,0.030872276,64,128,128,NA,3,0.049643264,1200,20,0.000230181,0.001044791,0.387228072,0.711836278,COMPLETE,3,3,3639,0.261143178,0.387228072
44,0.673199296,48:38.7,48:43.4,4,class-specific,0.023446054,128,128,NA,NA,2,0.051775139,900,20,0.001705737,0.00058595,0.387227595,0.715707958,COMPLETE,4,4,2475,0.552125752,0.387227595
11,0.673200548,07:22.6,07:28.2,5,class-specific,0.022033703,128,64,NA,NA,2,0.364034882,1200,10,0.000326744,0.000258677,0.387226343,0.706305325,COMPLETE,1,2,1706,0.276385754,0.387226343
49,0.673201978,45:46.1,45:52.9,6,class-specific,0.019878131,256,64,256,128,4,0.217113616,1500,10,0.00095673,0.001206465,0.387225032,0.710177004,COMPLETE,3,3,1910,0.656051636,0.387225032
4,0.673204243,36:55.5,37:00.3,4,class-specific,0.005754549,128,128,NA,NA,2,0.109960762,1500,20,0.002189249,0.000131241,0.387222946,0.700221241,COMPLETE,5,4,3030,0.625614464,0.387222946
38,0.673204839,50:19.6,50:24.1,4,shared,0.019608487,64,128,NA,NA,2,0.227174313,1200,40,0.008195537,0.001689969,0.387222648,0.714048684,COMPLETE,1,2,1605,0.42863059,0.387222648
19,0.673204839,15:38.2,15:42.9,4,class-specific,0.006720207,256,128,NA,NA,2,0.155220109,600,40,0.009809695,0.00052605,0.387222588,0.708517671,COMPLETE,3,3,2173,0.552767336,0.387222588
8,0.673206449,27:26.9,27:39.3,12,shared,0.023283103,128,128,NA,NA,2,0.08553222,900,10,0.000886945,0.000133347,0.387221217,0.712942481,COMPLETE,1,4,174,0.186217159,0.387221217
32,0.673207164,17:42.6,17:48.9,6,class-specific,0.009181821,256,128,NA,NA,2,0.366051426,1200,10,0.000187316,0.000101085,0.387220383,0.712942481,COMPLETE,5,4,1039,0.416682452,0.387220383
32,0.673207283,10:51.9,10:56.8,4,class-specific,0.006425612,256,64,NA,NA,2,0.185929232,600,40,0.002140642,0.002583281,0.387220323,0.714048684,COMPLETE,1,4,2363,0.403408319,0.387220323
22,0.673207939,50:24.7,50:30.0,5,shared,0.014141743,128,256,NA,NA,2,0.334630953,600,40,0.000791691,0.000429865,0.387219727,0.707411528,COMPLETE,3,3,3271,0.724146366,0.387219727
33,0.673208177,15:46.7,15:48.9,2,class-specific,0.021034067,128,128,256,NA,3,0.031443578,1500,10,0.0001835,0.000333919,0.387219548,0.705199122,COMPLETE,3,2,2407,0.426801085,0.387219548
23,0.673209846,40:07.0,40:11.8,4,class-specific,0.018188525,256,64,256,NA,3,0.221965554,300,20,0.000199124,0.000218181,0.387217999,0.726216793,COMPLETE,5,3,2861,0.79223603,0.387217999
28,0.673212528,16:25.4,16:29.5,4,class-specific,0.012032618,64,128,NA,NA,2,0.216913033,600,40,0.007075316,0.000895129,0.387215555,0.691371679,COMPLETE,4,3,2173,0.346453637,0.387215555
17,0.673212826,04:53.1,04:57.5,4,class-specific,0.007777923,128,256,64,256,4,0.142187026,600,20,0.00099168,0.000501517,0.387215316,0.703539848,COMPLETE,5,2,1595,0.366782814,0.387215316
49,0.673213542,13:54.4,13:57.2,2,class-specific,0.019137544,128,64,NA,NA,2,0.085974791,900,10,0.000225128,0.001023724,0.387214661,0.713495553,COMPLETE,2,3,3149,0.776719987,0.387214661
19,0.67321682,25:14.8,25:22.9,8,class-specific,0.008430202,128,128,64,NA,3,0.138117561,1200,10,0.001311769,0.009481301,0.38721168,0.705752194,COMPLETE,2,3,3064,0.751342773,0.38721168
45,0.67321676,52:40.7,52:50.6,9,class-specific,0.009688891,128,128,256,NA,3,0.019284156,900,40,0.003215764,0.000318127,0.38721168,0.711836278,COMPLETE,3,2,723,0.319854528,0.38721168
37,0.673217237,15:12.4,15:16.4,3,class-specific,0.017873284,256,256,NA,NA,2,0.06364021,1500,20,0.002342391,0.005028613,0.387211263,0.707411528,COMPLETE,5,2,1428,0.665735483,0.387211263
43,0.673217833,19:23.5,19:31.5,7,class-specific,0.010498999,128,64,128,NA,3,0.260780098,300,40,0.000383273,0.000191806,0.387210667,0.735619485,COMPLETE,3,2,1383,0.726537228,0.387210667
33,0.673220158,36:02.1,36:15.1,13,shared,0.009176537,64,128,NA,NA,2,0.238691919,1500,40,0.000116214,0.003326205,0.3872087,0.71681416,COMPLETE,4,4,443,0.321212947,0.3872087
31,0.673220634,18:09.3,18:19.9,10,class-specific,0.019011694,128,64,NA,NA,2,0.165053731,900,20,0.000659241,0.000157302,0.387208164,0.713495553,COMPLETE,1,2,715,0.656837285,0.387208164
23,0.673220515,31:49.2,31:52.7,3,class-specific,0.033607038,256,64,NA,NA,2,0.275501217,900,1,0.000703854,0.000161189,0.387208164,0.699668169,COMPLETE,1,3,1325,0.596209347,0.387208164
21,0.673223317,50:07.2,50:34.0,26,class-specific,0.016653466,128,64,128,NA,3,0.35762962,600,1,0.000418677,0.001036652,0.38720572,0.709623873,COMPLETE,2,3,893,0.481069148,0.38720572
32,0.67322427,18:27.6,18:33.4,5,shared,0.008366782,128,256,128,64,4,0.025235378,1200,20,0.000675933,0.003662025,0.387204885,0.69579649,COMPLETE,1,2,1261,0.536544859,0.387204885
41,0.673224807,20:16.5,20:19.8,3,class-specific,0.01987855,128,256,128,64,4,0.075826129,1500,40,0.009464498,0.003295452,0.387204409,0.715707958,COMPLETE,3,2,3403,0.586373389,0.387204409
40,0.673225403,34:24.8,34:29.7,4,class-specific,0.007691819,256,128,64,NA,3,0.373288924,1500,40,0.000930183,0.000547112,0.387203872,0.726216793,COMPLETE,5,2,2151,0.283973664,0.387203872
31,0.673226774,27:46.9,27:59.7,12,class-specific,0.010653516,64,64,NA,NA,2,0.396313201,300,40,0.000102563,0.007749403,0.387202561,0.703539848,COMPLETE,4,2,177,0.276433557,0.387202561
8,0.67322737,34:40.8,36:05.7,84,shared,0.009645635,128,128,64,NA,3,0.386284773,1200,1,0.000377388,0.000294607,0.387202024,0.707411528,COMPLETE,5,4,164,0.099023856,0.387202024
32,0.67322886,02:09.3,02:17.4,8,class-specific,0.008476373,64,128,NA,NA,2,0.191122186,600,40,0.001088208,0.000565943,0.387200654,0.711836278,COMPLETE,1,2,809,0.597498,0.387200654
10,0.673229396,42:04.6,42:07.5,2,shared,0.018146469,128,64,NA,NA,2,0.173291379,1500,40,0.000215088,0.009084292,0.387200177,0.695243359,COMPLETE,5,3,3024,0.415776342,0.387200177
16,0.673229635,07:07.0,07:11.9,4,class-specific,0.018815342,128,64,NA,NA,2,0.314342223,600,1,0.000443276,0.001453655,0.387199938,0.70409292,COMPLETE,4,3,2854,0.667437613,0.387199938
24,0.673231125,46:03.1,46:06.8,3,class-specific,0.009315196,128,128,256,NA,3,0.087064538,300,20,0.000665283,0.000588092,0.387198627,0.717367232,COMPLETE,1,3,2417,0.473190606,0.387198627
11,0.673232675,56:07.5,56:11.7,4,shared,0.01234868,128,64,NA,NA,2,0.323362655,900,40,0.000283452,0.000652712,0.387197196,0.706858397,COMPLETE,2,2,3260,0.455207586,0.387197196
32,0.673233569,51:24.8,51:27.8,2,class-specific,0.03008891,128,128,NA,NA,2,0.250626343,600,10,0.000191509,0.000921498,0.387196481,0.704645991,COMPLETE,2,4,2686,0.215101928,0.387196481
12,0.673234105,54:08.0,54:12.9,4,class-specific,0.018297445,256,64,64,NA,3,0.138476352,600,1,0.000401502,0.000232969,0.387195885,0.707964599,COMPLETE,3,3,1613,0.593803763,0.387195885
34,0.673235655,38:00.7,38:06.1,5,class-specific,0.020273269,64,64,NA,NA,2,0.227793995,1500,10,0.000298578,0.001876411,0.387194455,0.709070802,COMPLETE,3,2,2056,0.481730312,0.387194455
33,0.673236251,04:05.7,04:10.1,4,class-specific,0.012969904,64,64,256,NA,3,0.071852564,1500,20,0.00030928,0.000649607,0.387193918,0.707411528,COMPLETE,2,3,3509,0.329247385,0.387193918
41,0.673237443,13:22.5,13:34.6,12,shared,0.012774006,128,128,NA,NA,2,0.213863799,300,40,0.000111653,0.000340598,0.387192845,0.711283207,COMPLETE,2,2,476,0.497645676,0.387192845
31,0.673240364,58:32.3,58:49.5,17,class-specific,0.017716067,64,64,64,NA,3,0.27652415,1200,10,0.003186119,0.002915001,0.387190223,0.716261089,COMPLETE,3,2,316,0.824302793,0.387190223
39,0.67324084,39:30.2,39:34.4,4,shared,0.020647485,128,64,NA,NA,2,0.058567817,300,40,0.003260048,0.000391113,0.387189746,0.704645991,COMPLETE,2,3,1757,0.525908887,0.387189746
25,0.673243046,23:18.5,23:22.0,3,class-specific,0.013754608,64,64,NA,NA,2,0.325412254,1500,40,0.000143665,0.000650162,0.387187898,0.714601755,COMPLETE,5,3,1659,0.785811007,0.387187898
20,0.673242867,27:45.7,27:50.7,4,shared,0.012656476,256,64,128,256,4,0.275247339,300,40,0.002536081,0.001084407,0.387187898,0.701327443,COMPLETE,3,2,1309,0.091558367,0.387187898
20,0.673243046,44:57.9,45:01.2,3,class-specific,0.013561064,128,128,128,NA,3,0.264755149,1500,20,0.002495755,0.000673672,0.38718766,0.707411528,COMPLETE,5,3,3860,0.804327488,0.38718766
49,0.673244357,56:31.2,56:35.3,4,class-specific,0.012397741,256,64,NA,NA,2,0.122380067,300,1,0.001415884,0.000337509,0.387186587,0.702986717,COMPLETE,3,4,1618,0.695270419,0.387186587
1,0.673244596,43:14.9,43:25.1,10,shared,0.025537055,128,64,128,64,4,0.026134064,900,40,0.001223385,0.000118169,0.387186348,0.693030953,COMPLETE,5,2,663,0.261550546,0.387186348
15,0.673250377,53:14.7,53:22.0,7,class-specific,0.006906644,64,256,NA,NA,2,0.141448279,900,1,0.000129657,0.004017541,0.387181163,0.701880515,COMPLETE,5,4,2182,0.605372548,0.387181163
32,0.673251808,23:17.2,23:28.1,10,class-specific,0.014493759,128,64,256,64,4,0.17566785,1500,40,0.002122204,0.002636149,0.387179732,0.69579649,COMPLETE,2,2,228,0.250984132,0.387179732
33,0.673253179,32:54.0,32:58.4,4,class-specific,0.013182542,64,128,NA,NA,2,0.233357747,600,40,0.004147529,0.000408063,0.387178481,0.714048684,COMPLETE,3,2,1340,0.604975581,0.387178481
37,0.67325598,13:17.9,13:22.0,4,class-specific,0.016569344,256,128,128,NA,3,0.101831652,900,20,0.00296073,0.000170207,0.387175977,0.709623873,COMPLETE,3,4,2324,0.674734354,0.387175977
31,0.673260152,06:01.6,06:18.4,16,class-specific,0.008396244,64,256,NA,NA,2,0.373103256,1500,20,0.000291804,0.001647174,0.387172163,0.714601755,COMPLETE,4,2,690,0.711599648,0.387172163
27,0.673261225,32:56.1,33:02.1,6,shared,0.004373336,64,64,256,128,4,0.258154888,1500,40,0.006583798,0.001463831,0.387171149,0.699115038,COMPLETE,3,3,1273,0.484526753,0.387171149
44,0.673262477,08:29.2,08:34.9,5,class-specific,0.007023368,64,64,256,64,4,0.240288936,600,40,0.002497368,0.003815864,0.387170017,0.718473434,COMPLETE,5,4,1963,0.559322655,0.387170017
32,0.673263252,46:17.0,46:22.3,5,class-specific,0.016694166,256,256,64,NA,3,0.182626349,1500,20,0.000184014,0.002117052,0.387169302,0.698008835,COMPLETE,1,3,2753,0.171575055,0.387169302
18,0.673264563,42:35.1,42:41.6,6,class-specific,0.017263335,64,64,NA,NA,2,0.237857951,300,40,0.00026811,0.004832127,0.387168229,0.714601755,COMPLETE,4,4,837,0.739113808,0.387168229
35,0.67326504,37:46.1,37:52.8,6,class-specific,0.015675911,64,256,NA,NA,2,0.225718656,300,1,0.001187068,0.000477588,0.387167752,0.715154886,COMPLETE,4,4,3361,0.460683852,0.387167752
41,0.673265159,54:36.4,54:42.6,6,class-specific,0.013546769,128,256,256,256,4,0.053897247,1500,10,0.000488434,0.006069319,0.387167633,0.730088472,COMPLETE,4,3,3663,0.596915841,0.387167633
45,0.673266768,32:57.2,33:03.5,6,class-specific,0.006454556,128,128,NA,NA,2,0.081409776,1200,20,0.004047662,0.000298154,0.387166142,0.710177004,COMPLETE,5,4,1410,0.529179096,0.387166142
46,0.673267484,36:43.7,36:51.7,8,class-specific,0.017618006,64,64,NA,NA,2,0.384767985,900,40,0.002904258,0.000188151,0.387165725,0.706305325,COMPLETE,5,2,816,0.639474392,0.387165725
48,0.673267961,33:03.3,33:07.9,4,class-specific,0.010718135,128,64,128,64,4,0.277977012,1500,10,0.002757513,0.000401518,0.387165189,0.702433646,COMPLETE,4,3,1374,0.489856899,0.387165189
21,0.673267841,31:51.3,31:54.7,3,class-specific,0.031399641,64,128,NA,NA,2,0.212859473,1200,40,0.000452753,0.000231986,0.387165189,0.700221241,COMPLETE,2,3,3719,0.602041721,0.387165189
14,0.673268139,28:57.1,29:11.8,14,class-specific,0.010024064,128,256,128,128,4,0.054652845,1200,20,0.000229514,0.000936627,0.38716501,0.714601755,COMPLETE,1,4,462,0.48571378,0.38716501
48,0.673268139,45:37.2,45:54.6,17,class-specific,0.010438524,256,256,256,NA,3,0.266719654,1500,10,0.000583782,0.006625796,0.38716495,0.719026566,COMPLETE,5,3,673,0.434346825,0.38716495
17,0.673269033,09:19.3,09:29.7,10,shared,0.007494728,64,128,NA,NA,2,0.322054013,1500,1,0.003420657,0.002837545,0.387164056,0.704645991,COMPLETE,5,2,1515,0.259698093,0.387164056
47,0.673269212,39:59.5,40:16.1,16,class-specific,0.008359724,64,64,128,64,4,0.204725093,1500,20,0.000614463,0.001641865,0.387163997,0.716261089,COMPLETE,3,2,401,0.625941277,0.387163997
12,0.673269629,44:10.6,44:15.4,4,class-specific,0.018698276,128,64,NA,NA,2,0.013436124,1500,10,0.000102664,0.001931512,0.38716352,0.702986717,COMPLETE,5,3,2780,0.670281589,0.38716352
49,0.673274517,12:47.9,12:53.6,5,class-specific,0.015033461,128,64,NA,NA,2,0.267495509,900,20,0.007206529,0.00022093,0.387159169,0.706305325,COMPLETE,1,4,1014,0.520151436,0.387159169
18,0.673275054,16:00.4,16:05.4,4,class-specific,0.010191168,64,64,NA,NA,2,0.2825093,1500,10,0.000366815,0.000486878,0.387158573,0.707964599,COMPLETE,2,3,2671,0.791027844,0.387158573
43,0.673275232,19:52.2,19:56.8,4,class-specific,0.010788759,256,256,64,NA,3,0.012550202,1500,20,0.005073902,0.000405083,0.387158513,0.705752194,COMPLETE,2,4,3285,0.489717841,0.387158513
21,0.673275292,28:51.3,29:04.5,13,class-specific,0.005846087,128,64,128,256,4,0.01853386,900,40,0.001158885,0.000417885,0.387158394,0.695243359,COMPLETE,1,2,629,0.288323134,0.387158394
13,0.673276365,40:05.4,40:12.6,7,class-specific,0.021588849,64,64,NA,NA,2,0.219280786,1500,1,0.000458611,0.000814056,0.38715744,0.713495553,COMPLETE,2,2,3182,0.750385225,0.38715744
3,0.673279285,13:41.4,13:46.1,4,class-specific,0.013940386,128,64,NA,NA,2,0.003861709,900,40,0.002466736,0.000372281,0.387154698,0.716261089,COMPLETE,3,3,3791,0.660466433,0.387154698
32,0.673279524,23:23.2,23:27.6,4,class-specific,0.020683968,256,64,128,NA,3,0.218406468,1500,20,0.000326338,0.007121535,0.387154579,0.719579637,COMPLETE,3,3,2733,0.598325133,0.387154579
28,0.673279941,08:53.4,09:55.0,61,shared,0.011800443,256,64,128,NA,3,0.34552263,1500,1,0.002116902,0.000819951,0.387154281,0.701327443,COMPLETE,3,3,727,0.513917804,0.387154281
16,0.67328018,31:15.5,31:20.6,5,class-specific,0.019194788,128,256,NA,NA,2,0.118567902,1200,1,0.000113164,0.001407355,0.387153983,0.717920363,COMPLETE,4,2,2688,0.581488132,0.387153983
25,0.673282206,05:59.6,06:02.2,2,class-specific,0.049512579,64,64,NA,NA,2,0.399403518,1500,10,0.000435832,0.004001747,0.387152195,0.710177004,COMPLETE,3,3,2639,0.849221885,0.387152195
