number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test.rho2,user_attrs_test_acc,state,Rank,numLC,case,user_attrs_scaledentropy,rho
32,0.645328104,07:08.8,07:14.5,5,class-specific,0.007512109,256,128,128,NA,3,0.175385052,1200,20,0.000157793,0.000366885,0.41259706,0.727876127,COMPLETE,1,3,3192,0.642610669,0.41259706
41,0.645329773,56:21.4,56:28.0,6,class-specific,0.013228384,64,64,NA,NA,2,0.031101314,600,40,0.007335041,0.000129104,0.41259557,0.726216793,COMPLETE,2,3,1563,0.696156204,0.41259557
22,0.645330787,38:41.4,38:54.1,12,class-specific,0.014531441,256,128,NA,NA,2,0.029398648,1500,20,0.004608037,0.005137205,0.412594736,0.728429198,COMPLETE,4,3,802,0.647274137,0.412594736
25,0.645331144,39:49.7,39:55.9,6,class-specific,0.026039815,128,256,NA,NA,2,0.329277163,900,1,0.002329659,0.004329822,0.412594259,0.724004447,COMPLETE,1,4,2638,0.629507244,0.412594259
32,0.645333707,10:56.4,11:01.0,4,class-specific,0.009317012,256,256,NA,NA,2,0.031112871,1500,10,0.007092318,0.002161787,0.412592053,0.725663722,COMPLETE,5,3,1194,0.623647153,0.412592053
41,0.645334423,43:40.1,43:43.4,3,class-specific,0.01309635,128,128,NA,NA,2,0.028678777,1500,20,0.007810535,0.000882813,0.412591279,0.713495553,COMPLETE,5,4,3277,0.570642114,0.412591279
12,0.645337224,04:29.8,04:34.4,4,class-specific,0.011921133,256,64,128,NA,3,0.114184827,1200,20,0.001670927,0.000777891,0.412588716,0.717367232,COMPLETE,4,4,2335,0.597755492,0.412588716
44,0.645340502,20:00.1,20:14.0,13,class-specific,0.009817244,128,64,256,NA,3,0.051582264,1500,20,0.000159163,0.000595591,0.412585735,0.732300878,COMPLETE,4,3,965,0.714083016,0.412585735
21,0.64534235,05:14.4,05:20.3,5,class-specific,0.01197179,256,64,128,NA,3,0.077424014,1200,20,0.001548247,0.000679366,0.412584186,0.721238911,COMPLETE,5,4,2335,0.561382532,0.412584186
45,0.645344377,36:54.4,36:59.4,5,class-specific,0.01556,256,64,NA,NA,2,0.062792531,1200,10,0.002542052,0.000708492,0.412582397,0.710177004,COMPLETE,4,3,2123,0.565233171,0.412582397
29,0.645346582,10:34.3,10:49.0,14,class-specific,0.011747312,128,128,NA,NA,2,0.219761362,1500,20,0.004334635,0.00127355,0.412580371,0.704645991,COMPLETE,1,3,488,0.564706743,0.412580371
23,0.645347714,06:43.3,06:49.2,5,class-specific,0.011245538,64,256,256,NA,3,0.242793931,1500,40,0.004252356,0.00159565,0.412579179,0.717367232,COMPLETE,2,4,2185,0.555931807,0.412579179
20,0.645350635,37:24.1,37:37.2,13,class-specific,0.011182747,128,64,128,NA,3,0.056677587,300,40,0.000171277,0.000143317,0.412576556,0.721238911,COMPLETE,1,2,662,0.523938715,0.412576556
47,0.645352662,43:49.0,43:53.4,4,class-specific,0.014161084,256,256,NA,NA,2,0.053461979,1200,20,0.001914784,0.000534493,0.412574649,0.713495553,COMPLETE,2,3,1340,0.710320413,0.412574649
34,0.645358264,29:57.2,30:21.3,24,shared,0.010622824,64,64,NA,NA,2,0.210940721,1500,10,0.007345422,0.001848812,0.412569582,0.71238941,COMPLETE,5,3,743,0.329996586,0.412569582
40,0.645358264,15:29.1,15:33.9,4,class-specific,0.010867957,64,64,NA,NA,2,0.021681594,1200,40,0.001546019,0.000144643,0.412569582,0.729535401,COMPLETE,3,4,2588,0.647317588,0.412569582
41,0.645358205,48:08.9,48:12.4,3,class-specific,0.011945135,256,256,256,NA,3,0.354953196,1200,10,0.00775787,0.004850264,0.412569582,0.715707958,COMPLETE,3,3,48,0.391830444,0.412569582
36,0.64535886,16:25.5,16:30.2,4,class-specific,0.021872583,128,64,NA,NA,2,0.047459497,600,40,0.000280912,0.000148161,0.412568986,0.725663722,COMPLETE,3,4,1650,0.565219998,0.412568986
16,0.64536202,30:56.5,31:02.2,5,class-specific,0.00928911,64,256,128,NA,3,0.093525685,600,20,0.000386231,0.002987589,0.412566125,0.72511059,COMPLETE,1,3,1595,0.608362138,0.412566125
21,0.645363867,06:16.3,06:20.7,4,shared,0.011296456,256,64,256,NA,3,0.238629722,900,20,0.000166631,0.00048042,0.412564516,0.721238911,COMPLETE,4,4,1155,0.461501658,0.412564516
15,0.645366251,44:19.2,44:36.1,16,class-specific,0.015331097,128,256,NA,NA,2,0.008956607,1200,10,0.001232881,0.000246299,0.41256237,0.718473434,COMPLETE,5,3,353,0.362831831,0.41256237
41,0.645366848,35:22.8,35:31.2,8,class-specific,0.03733188,256,64,NA,NA,2,0.279988574,900,20,0.007572294,0.000650962,0.412561774,0.728429198,COMPLETE,3,3,848,0.48659429,0.412561774
44,0.64536804,46:02.2,46:07.8,5,class-specific,0.007002636,64,256,NA,NA,2,0.098121201,1200,40,0.000876389,0.000246731,0.412560701,0.713495553,COMPLETE,3,4,2357,0.702621162,0.412560701
21,0.645368874,21:38.1,21:43.7,5,class-specific,0.008539565,128,128,NA,NA,2,0.322512227,600,40,0.000296472,0.000208933,0.412559927,0.727322996,COMPLETE,2,3,2449,0.734315455,0.412559927
36,0.645369172,05:26.5,05:31.9,5,class-specific,0.020908248,256,64,NA,NA,2,0.230064173,900,40,0.004307079,0.000619215,0.412559628,0.72511059,COMPLETE,2,3,445,0.464867055,0.412559628
48,0.645369291,55:58.2,56:09.5,11,class-specific,0.016220455,256,64,128,NA,3,0.215907711,1200,20,0.001488143,0.000868475,0.412559509,0.728429198,COMPLETE,1,3,784,0.545656025,0.412559509
13,0.645370781,20:19.0,20:25.1,6,class-specific,0.016591346,64,128,NA,NA,2,0.016215229,1200,20,0.000114317,0.000403627,0.412558258,0.715707958,COMPLETE,2,4,1692,0.531173229,0.412558258
49,0.645372868,30:53.8,30:59.4,5,class-specific,0.00678667,128,256,128,NA,3,0.090334647,1200,40,0.002061412,0.000259195,0.412556291,0.716261089,COMPLETE,1,3,2283,0.664060354,0.412556291
46,0.645372927,05:15.9,05:20.5,4,class-specific,0.010276304,64,256,256,NA,3,0.271978131,1200,20,0.007160336,0.000259495,0.412556231,0.730088472,COMPLETE,1,4,1306,0.470517159,0.412556231
49,0.645373404,28:51.7,28:59.0,7,class-specific,0.008055147,256,128,64,NA,3,0.0338923,1200,20,0.000161258,0.003212941,0.412555754,0.731747806,COMPLETE,4,4,1574,0.475976765,0.412555754
21,0.645374715,47:34.9,47:41.4,6,class-specific,0.008701488,64,64,128,NA,3,0.230303758,900,10,0.000949475,0.00362415,0.412554681,0.721792042,COMPLETE,1,4,1213,0.490833998,0.412554681
4,0.645375192,38:18.3,38:23.8,5,shared,0.023393894,256,64,256,NA,3,0.317295636,900,20,0.003736767,0.002960726,0.412554085,0.722345114,COMPLETE,2,3,2440,0.419744432,0.412554085
44,0.64537555,33:23.4,33:27.1,3,class-specific,0.017200632,128,128,NA,NA,2,0.347979629,300,40,0.000232411,0.001988426,0.412553847,0.726216793,COMPLETE,1,4,1112,0.519813478,0.412553847
31,0.64537859,25:31.5,25:37.1,5,class-specific,0.006691886,256,128,64,NA,3,0.258626724,300,40,0.001090184,0.002020319,0.412551045,0.71681416,COMPLETE,2,3,3224,0.484767705,0.412551045
43,0.645382702,24:33.6,24:51.1,17,class-specific,0.015260568,128,128,128,NA,3,0.059856728,900,10,0.000521372,0.001894462,0.41254735,0.730641603,COMPLETE,4,4,913,0.50557673,0.41254735
47,0.645383894,30:31.2,30:34.8,3,class-specific,0.015023633,128,64,NA,NA,2,0.385401846,1500,10,0.000107832,0.002812341,0.412546158,0.724557519,COMPLETE,5,3,1673,0.759521425,0.412546158
30,0.645388126,10:28.3,10:33.8,5,class-specific,0.020852577,128,256,NA,NA,2,0.051665688,1500,10,0.003865785,0.007101954,0.412542462,0.718473434,COMPLETE,1,4,3185,0.712026298,0.412542462
41,0.645388246,16:13.4,16:16.0,2,class-specific,0.022107131,256,64,NA,NA,2,0.161872601,1200,10,0.000100407,0.000107622,0.412542164,0.703539848,COMPLETE,4,4,1941,0.73823601,0.412542164
49,0.645388782,37:52.8,37:55.9,3,class-specific,0.032177457,128,64,NA,NA,2,0.147006916,1500,20,0.000451152,0.000562733,0.412541807,0.726216793,COMPLETE,2,4,1236,0.5533306,0.412541807
35,0.645388842,09:43.7,09:55.3,11,class-specific,0.018922553,128,64,NA,NA,2,0.30449157,1200,40,0.000953929,0.004716233,0.412541747,0.721238911,COMPLETE,1,2,349,0.638358057,0.412541747
20,0.645390272,02:09.1,02:15.0,5,class-specific,0.007827386,64,256,256,NA,3,0.080361692,300,40,0.001649113,0.005898079,0.412540436,0.730088472,COMPLETE,4,4,2504,0.541751206,0.412540436
3,0.645392358,33:28.8,33:44.8,16,shared,0.011710432,128,256,NA,NA,2,0.069140852,900,10,0.003376643,0.001211693,0.412538528,0.71681416,COMPLETE,4,3,229,0.668389678,0.412538528
1,0.645393491,18:29.5,18:35.6,6,class-specific,0.015110897,128,64,256,NA,3,0.156255621,600,20,0.002542233,0.000139973,0.412537456,0.72511059,COMPLETE,3,4,2781,0.514166117,0.412537456
48,0.645396352,31:31.7,31:36.9,5,class-specific,0.010297436,256,256,NA,NA,2,0.349612919,1500,40,0.001765898,0.007099072,0.412534952,0.728429198,COMPLETE,1,4,3219,0.578251243,0.412534952
34,0.645396531,55:21.4,55:25.1,3,class-specific,0.018055479,64,64,NA,NA,2,0.320315571,300,20,0.005064504,0.001368061,0.412534773,0.721238911,COMPLETE,4,4,3266,0.637289464,0.412534773
19,0.645399392,54:08.0,54:13.0,5,class-specific,0.010669174,128,128,NA,NA,2,0.335045121,900,40,0.00023136,0.000247522,0.412532151,0.719579637,COMPLETE,3,4,2936,0.536851704,0.412532151
40,0.645400167,18:03.4,18:07.5,4,class-specific,0.020691145,256,256,NA,NA,2,0.087392122,900,10,0.000136194,0.002316747,0.412531435,0.726216793,COMPLETE,1,3,2224,0.634888411,0.412531435
31,0.645400822,28:22.3,28:28.4,6,class-specific,0.006173748,256,128,NA,NA,2,0.386946494,1200,40,0.002044468,0.002875396,0.412530839,0.714601755,COMPLETE,5,3,1124,0.608685613,0.412530839
22,0.645402908,16:32.4,16:37.7,5,class-specific,0.011767664,128,64,NA,NA,2,0.339872849,900,10,0.001316225,0.00052855,0.412529051,0.720132768,COMPLETE,5,4,1219,0.462487638,0.412529051
43,0.645404577,02:44.3,03:01.0,16,class-specific,0.027160872,128,128,64,NA,3,0.236011689,900,10,0.000605144,0.000824176,0.412527502,0.717920363,COMPLETE,3,4,168,0.638252378,0.412527502
41,0.645404458,49:01.4,49:04.3,2,class-specific,0.010207461,128,64,128,NA,3,0.124781509,1200,10,0.000234761,0.00807357,0.412527502,0.738938034,COMPLETE,4,4,50,0.558600605,0.412527502
34,0.645404637,11:57.5,12:01.4,3,class-specific,0.017923212,64,256,64,NA,3,0.192257043,900,10,0.002083428,0.001351363,0.412527382,0.721792042,COMPLETE,3,4,2186,0.501698434,0.412527382
48,0.645409107,31:22.3,31:33.3,10,class-specific,0.01133816,64,128,128,NA,3,0.28153118,300,40,0.001655173,0.001660363,0.412523389,0.724004447,COMPLETE,3,3,257,0.70299983,0.412523389
3,0.645409286,33:44.0,33:53.9,9,class-specific,0.024099718,256,128,NA,NA,2,0.097087783,600,20,0.000233366,0.001772858,0.412523091,0.729535401,COMPLETE,4,4,815,0.60383004,0.412523091
42,0.645412028,46:07.7,46:30.5,22,class-specific,0.007725752,128,64,NA,NA,2,0.269230051,1500,10,0.00773672,0.000456703,0.412520647,0.719579637,COMPLETE,3,3,330,0.554767191,0.412520647
34,0.645415127,52:52.4,52:55.6,3,class-specific,0.020454421,128,128,NA,NA,2,0.167217634,300,10,0.000105003,0.0016778,0.412517786,0.731194675,COMPLETE,4,4,2221,0.567575693,0.412517786
45,0.645417571,40:36.9,40:50.9,13,class-specific,0.008727021,256,64,NA,NA,2,0.236065886,1500,20,0.003014161,0.000467344,0.4125157,0.728982329,COMPLETE,4,3,693,0.647347331,0.4125157
32,0.64541775,47:13.2,47:20.4,7,class-specific,0.010402447,128,64,NA,NA,2,0.221397748,1500,20,0.00053056,0.00053263,0.412515461,0.717367232,COMPLETE,1,4,1553,0.558250546,0.412515461
31,0.645417809,30:31.4,30:37.1,5,class-specific,0.008598698,128,64,NA,NA,2,0.285420451,600,40,0.002605155,0.002892965,0.412515402,0.730088472,COMPLETE,3,4,1870,0.717877209,0.412515402
47,0.645418942,39:04.2,39:08.4,4,class-specific,0.012214195,128,64,NA,NA,2,0.151632903,900,20,0.001420398,0.001618122,0.412514269,0.723451316,COMPLETE,5,4,1696,0.644862652,0.412514269
21,0.645421267,36:57.6,37:06.2,8,class-specific,0.009404364,128,256,NA,NA,2,0.175105954,1500,10,0.004876101,0.004195325,0.412512243,0.720132768,COMPLETE,5,3,2070,0.642837465,0.412512243
6,0.645422161,34:18.7,34:23.5,4,shared,0.006312369,128,64,NA,NA,2,0.26955826,1500,10,0.000261928,0.001618557,0.412511468,0.730641603,COMPLETE,2,4,1387,0.420547336,0.412511468
43,0.645422518,46:54.2,46:58.5,4,class-specific,0.015353338,64,128,NA,NA,2,0.14753017,1500,20,0.000451067,0.008657975,0.41251111,0.723451316,COMPLETE,3,4,3674,0.442830652,0.41251111
41,0.645425856,33:03.8,33:09.3,5,class-specific,0.017746839,256,64,NA,NA,2,0.265777029,600,40,0.002890149,0.000178274,0.41250807,0.721792042,COMPLETE,2,3,2898,0.518038869,0.41250807
42,0.645426512,59:31.4,59:42.9,11,class-specific,0.011428962,64,64,NA,NA,2,0.220038769,1200,20,0.008477315,0.000693964,0.412507594,0.726769924,COMPLETE,5,4,955,0.510504842,0.412507594
19,0.645435989,44:03.8,44:08.9,5,class-specific,0.012339994,64,128,NA,NA,2,0.057412297,1500,10,0.000576423,0.000967257,0.412498832,0.71681416,COMPLETE,2,4,3603,0.647144973,0.412498832
17,0.645436049,54:01.0,54:28.2,27,class-specific,0.007938974,256,256,128,NA,3,0.031077305,1200,10,0.007384505,0.000542877,0.412498713,0.719026566,COMPLETE,3,3,106,0.438388795,0.412498713
48,0.645437539,56:07.0,56:10.4,3,class-specific,0.021281831,256,64,NA,NA,2,0.173108909,900,20,0.00624563,0.000214556,0.412497401,0.724004447,COMPLETE,4,4,2196,0.648084402,0.412497401
35,0.645438969,06:54.6,07:00.3,5,class-specific,0.009281359,64,256,NA,NA,2,0.143500277,900,40,0.006957864,0.002238535,0.41249615,0.729535401,COMPLETE,5,4,1801,0.588056147,0.41249615
4,0.645439029,32:10.8,32:17.8,6,class-specific,0.015183916,256,256,NA,NA,2,0.398505266,300,1,0.000162998,0.000141668,0.41249609,0.732854009,COMPLETE,4,4,2485,0.632857978,0.41249609
42,0.645440161,35:04.2,35:10.2,6,class-specific,0.012196224,64,64,NA,NA,2,0.347185385,1500,20,0.000126496,0.000328464,0.412495017,0.726769924,COMPLETE,1,3,1161,0.719617248,0.412495017
37,0.645440578,21:39.6,21:42.9,3,class-specific,0.011508096,64,128,128,NA,3,0.115134683,900,20,0.000627226,0.001981375,0.412494659,0.723451316,COMPLETE,1,4,2257,0.58176285,0.412494659
2,0.645442188,20:03.9,20:08.7,4,shared,0.024067057,128,128,NA,NA,2,0.164399167,300,20,0.000493995,0.000162576,0.41249311,0.721238911,COMPLETE,2,4,1918,0.198782861,0.41249311
42,0.645446062,58:02.2,58:28.8,26,class-specific,0.005051971,128,128,128,NA,3,0.134223653,1200,10,0.009909356,0.000490173,0.412489772,0.698008835,COMPLETE,1,3,755,0.504611254,0.412489772
14,0.64544636,12:11.9,12:20.1,8,class-specific,0.008444331,256,256,NA,NA,2,0.071553946,300,40,0.001870244,0.002095071,0.412489474,0.727322996,COMPLETE,1,3,1866,0.687673509,0.412489474
28,0.645449758,02:35.8,02:40.0,4,shared,0.020856134,256,64,NA,NA,2,0.229187512,1200,20,0.002060266,0.009849268,0.412486255,0.729535401,COMPLETE,2,3,1440,0.465598375,0.412486255
42,0.645451665,33:32.6,33:39.8,7,class-specific,0.007476324,256,128,NA,NA,2,0.158414279,1500,20,0.000306619,0.007294145,0.412484586,0.719579637,COMPLETE,5,4,2892,0.652446389,0.412484586
35,0.64545393,03:39.9,03:50.6,10,class-specific,0.01410303,128,256,NA,NA,2,0.194542476,300,20,0.001126608,0.00061625,0.4124825,0.730641603,COMPLETE,2,3,368,0.699897766,0.4124825
33,0.645454526,27:38.2,27:41.8,3,class-specific,0.017830836,128,128,NA,NA,2,0.055386424,600,20,0.004371034,0.009896096,0.412481904,0.727876127,COMPLETE,2,4,2288,0.61940521,0.412481904
13,0.645456016,20:59.6,21:04.4,4,class-specific,0.017996586,128,256,64,NA,3,0.165086438,600,10,0.000400929,0.000163312,0.412480652,0.728982329,COMPLETE,3,4,1511,0.412139535,0.412480652
31,0.645456433,10:23.8,10:27.8,4,class-specific,0.013037216,128,128,NA,NA,2,0.218853175,1500,40,0.00014779,0.000320391,0.412480295,0.728429198,COMPLETE,5,3,2409,0.609099686,0.412480295
35,0.645457983,49:45.8,50:13.1,27,class-specific,0.00931714,64,128,NA,NA,2,0.059262261,1200,1,0.000132825,0.000444136,0.412478864,0.711836278,COMPLETE,1,3,154,0.288501054,0.412478864
24,0.64545846,49:18.7,49:23.0,4,class-specific,0.035341108,64,128,NA,NA,2,0.070028792,1500,20,0.002809815,0.000166743,0.412478328,0.723451316,COMPLETE,1,4,2610,0.522561014,0.412478328
25,0.645464659,25:35.2,25:41.1,5,class-specific,0.01333655,128,256,64,NA,3,0.05153854,300,20,0.004351512,0.001339383,0.412472665,0.722898245,COMPLETE,1,3,2016,0.657471538,0.412472665
32,0.645465374,46:19.3,46:23.3,4,class-specific,0.015787319,256,256,NA,NA,2,0.30008631,300,40,0.002137877,0.003724985,0.412472129,0.724557519,COMPLETE,1,3,2927,0.591373086,0.412472129
19,0.645467043,44:32.7,44:41.9,9,class-specific,0.014752156,128,256,NA,NA,2,0.273065784,1200,40,0.004504412,0.000480763,0.412470639,0.705199122,COMPLETE,4,3,622,0.425284863,0.412470639
39,0.64546746,02:59.7,03:10.5,10,class-specific,0.016063269,256,128,64,128,4,0.221920619,600,40,0.000359853,0.000465298,0.412470222,0.724004447,COMPLETE,3,3,244,0.356703103,0.412470222
35,0.645469189,55:02.0,55:06.8,4,class-specific,0.013208628,256,64,NA,NA,2,0.172863565,900,40,0.000144614,0.000306593,0.412468553,0.717920363,COMPLETE,4,4,2529,0.715832591,0.412468553
22,0.645469725,24:01.5,24:09.3,7,class-specific,0.016748899,256,64,128,NA,3,0.084985762,600,40,0.00892278,0.000540912,0.412468195,0.718473434,COMPLETE,1,2,2383,0.681383669,0.412468195
33,0.645472705,32:40.0,32:45.5,5,class-specific,0.013282542,128,64,NA,NA,2,0.272862487,1200,20,0.000921343,0.000300746,0.412465453,0.726216793,COMPLETE,5,4,2407,0.634627879,0.412465453
30,0.64547497,45:29.4,46:24.7,55,class-specific,0.007983503,256,64,256,128,4,0.087657972,1200,1,0.000148104,0.001651201,0.412463307,0.710730076,COMPLETE,2,3,508,0.442044526,0.412463307
16,0.645478904,13:48.5,13:54.1,5,class-specific,0.013598128,256,256,NA,NA,2,0.222180355,1200,20,0.000105517,0.003068461,0.412459791,0.722898245,COMPLETE,2,4,1929,0.680728614,0.412459791
24,0.645479143,34:57.3,35:04.0,6,class-specific,0.008239043,64,128,128,NA,3,0.084463603,1200,40,0.000244345,0.001503778,0.412459612,0.724004447,COMPLETE,1,3,2439,0.728798211,0.412459612
46,0.645479143,07:40.6,07:50.0,9,class-specific,0.008517832,128,64,128,NA,3,0.30270849,1500,40,0.000206807,0.000377322,0.412459612,0.720132768,COMPLETE,3,3,571,0.47170496,0.412459612
44,0.645481229,42:04.2,42:09.8,5,class-specific,0.009664175,128,128,64,128,4,0.056156664,1200,10,0.003821174,0.000278125,0.412457824,0.732854009,COMPLETE,1,4,2540,0.585511684,0.412457824
26,0.645483732,24:08.5,24:38.7,30,class-specific,0.012108015,64,64,128,NA,3,0.360022701,1500,10,0.0090692,0.002128888,0.41245532,0.722898245,COMPLETE,1,3,916,0.487053484,0.41245532
26,0.645484388,04:25.1,04:30.4,5,class-specific,0.019592406,128,256,NA,NA,2,0.345976259,900,20,0.000293853,0.005445902,0.412454724,0.71681416,COMPLETE,1,3,1735,0.550864458,0.412454724
38,0.645485997,49:45.8,49:50.4,4,class-specific,0.015967293,128,128,NA,NA,2,0.276271267,1500,40,0.000126556,0.000560027,0.412453353,0.716261089,COMPLETE,2,3,1773,0.693616211,0.412453353
37,0.645486057,29:27.8,29:32.3,4,class-specific,0.008243478,64,256,NA,NA,2,0.039413784,900,40,0.002332815,0.000460901,0.412453234,0.730088472,COMPLETE,3,3,2923,0.522409081,0.412453234
8,0.645487487,45:55.4,46:10.1,14,class-specific,0.014311984,256,64,128,NA,3,0.148468298,1500,20,0.004336082,0.000134408,0.412451923,0.712942481,COMPLETE,1,2,693,0.60689193,0.412451923
6,0.645487547,20:21.9,20:45.0,23,class-specific,0.007016967,64,64,NA,NA,2,0.062220215,1200,10,0.000439943,0.000100191,0.412451863,0.734513283,COMPLETE,1,4,703,0.562329531,0.412451863
43,0.6454916,35:58.6,36:13.1,14,class-specific,0.017035703,64,64,NA,NA,2,0.34830008,1500,10,0.007259106,0.0001827,0.412448287,0.724557519,COMPLETE,2,3,830,0.618420362,0.412448287
42,0.645491719,14:30.9,14:39.0,8,class-specific,0.011285432,128,128,64,NA,3,0.231840878,600,1,0.000188554,0.004864541,0.412448049,0.726769924,COMPLETE,1,3,1231,0.410602361,0.412448049
17,0.645493031,52:22.1,52:45.4,23,class-specific,0.008296295,64,256,64,NA,3,0.270839272,900,10,0.003153454,0.003693237,0.412446976,0.713495553,COMPLETE,2,4,430,0.317190498,0.412446976
48,0.64549315,35:46.4,35:56.8,10,class-specific,0.0065647,128,256,NA,NA,2,0.352948798,1200,1,0.005762717,0.000329471,0.412446737,0.724557519,COMPLETE,1,3,1055,0.537730694,0.412446737
4,0.645493925,00:13.3,00:19.5,6,shared,0.01306877,64,256,64,64,4,0.023936511,1200,10,0.000482208,0.000111284,0.412446022,0.717367232,COMPLETE,3,3,2129,0.467166036,0.412446022
49,0.645494938,44:42.3,44:47.7,5,class-specific,0.011136852,128,256,128,NA,3,0.083933619,600,40,0.000265704,0.000184702,0.412445188,0.723451316,COMPLETE,2,4,2855,0.661321342,0.412445188
38,0.645496309,36:07.1,36:11.0,3,class-specific,0.01176461,256,256,NA,NA,2,0.161535781,1500,20,0.000114421,0.000635994,0.412443936,0.722898245,COMPLETE,5,4,1398,0.320969999,0.412443936
20,0.645498097,02:22.1,02:31.9,9,class-specific,0.006062546,128,256,256,NA,3,0.184346785,900,40,0.009949347,0.001713579,0.412442207,0.727876127,COMPLETE,3,4,878,0.5611673,0.412442207
27,0.645499229,52:10.9,52:24.9,13,class-specific,0.003466932,128,128,NA,NA,2,0.266735555,1500,40,0.000263424,0.001276128,0.412441194,0.717367232,COMPLETE,3,4,60,0.402545124,0.412441194
45,0.645502627,52:23.8,52:33.5,9,class-specific,0.00692747,256,128,NA,NA,2,0.317841582,600,40,0.000157226,0.000129487,0.412438214,0.721792042,COMPLETE,2,3,923,0.449253738,0.412438214
42,0.645507097,13:56.4,14:12.3,15,class-specific,0.015677033,128,64,NA,NA,2,0.100304667,1500,20,0.001114643,0.000285307,0.412434101,0.736725688,COMPLETE,2,3,819,0.624031663,0.412434101
18,0.645507872,36:43.1,36:49.5,6,class-specific,0.010718531,64,128,NA,NA,2,0.085456291,1500,40,0.000696181,0.001914019,0.412433386,0.726216793,COMPLETE,5,4,3529,0.66688323,0.412433386
34,0.64550823,23:20.4,23:25.0,4,class-specific,0.013663749,64,256,NA,NA,2,0.316503997,1500,40,0.000511721,0.000236748,0.412433147,0.72511059,COMPLETE,3,4,3054,0.627161503,0.412433147
40,0.645508885,03:11.0,03:27.1,16,class-specific,0.016848873,64,64,NA,NA,2,0.249398342,900,10,0.000368524,0.000432915,0.412432611,0.72068584,COMPLETE,2,4,999,0.563754082,0.412432611
48,0.645512938,29:28.2,29:43.5,15,class-specific,0.009037273,64,256,64,NA,3,0.221352765,1500,20,0.002904567,0.004610061,0.412428737,0.717920363,COMPLETE,3,3,240,0.348336726,0.412428737
27,0.645516396,19:30.8,19:43.2,12,shared,0.038586698,256,64,NA,NA,2,0.068404002,1500,10,0.001384393,0.000117253,0.412425697,0.722898245,COMPLETE,2,3,346,0.345473766,0.412425697
11,0.645516872,58:56.4,59:02.8,6,class-specific,0.009612772,128,64,NA,NA,2,0.006901879,1500,20,0.000950457,0.001623837,0.412425339,0.717920363,COMPLETE,2,3,1654,0.413524598,0.412425339
14,0.64551878,07:09.2,07:21.5,12,class-specific,0.012572895,128,128,NA,NA,2,0.203118728,900,20,0.000761602,0.002899022,0.412423551,0.721238911,COMPLETE,5,4,257,0.313578099,0.412423551
29,0.645519972,33:13.6,33:19.2,5,shared,0.010652902,256,64,128,128,4,0.124743501,300,20,0.001313081,0.003881402,0.412422299,0.723451316,COMPLETE,1,3,1398,0.33614701,0.412422299
16,0.645520329,59:42.9,59:50.8,7,shared,0.03000922,256,64,NA,NA,2,0.232359078,600,20,0.002335327,0.005884097,0.412422061,0.728982329,COMPLETE,3,2,399,0.334247321,0.412422061
31,0.645522118,30:19.4,30:24.5,5,class-specific,0.011717906,64,128,NA,NA,2,0.236998886,1200,40,0.000145658,0.00010183,0.412420452,0.717920363,COMPLETE,1,3,2476,0.716075659,0.412420452
23,0.645525038,21:56.5,22:09.3,12,class-specific,0.006314771,128,256,256,NA,3,0.079241934,1500,1,0.00028386,0.009579536,0.412417829,0.713495553,COMPLETE,3,4,1016,0.423497766,0.412417829
37,0.645525694,36:11.3,36:15.2,3,class-specific,0.016369423,256,256,NA,NA,2,0.388265725,900,10,0.002394449,0.000411246,0.412417233,0.724004447,COMPLETE,5,4,1454,0.534390986,0.412417233
49,0.645528018,44:56.3,45:01.0,4,class-specific,0.016355587,256,128,NA,NA,2,0.237310328,900,10,0.001752981,0.001441954,0.412415028,0.729535401,COMPLETE,1,4,1922,0.614113271,0.412415028
41,0.645529151,41:48.4,41:53.9,5,class-specific,0.006358063,256,128,NA,NA,2,0.23781151,1200,40,0.008290572,0.002281628,0.412414074,0.730641603,COMPLETE,5,4,1019,0.59262085,0.412414074
10,0.645531535,29:55.8,30:08.4,12,class-specific,0.021500976,64,64,NA,NA,2,0.101624654,1200,10,0.00130585,0.000179779,0.412411928,0.721792042,COMPLETE,2,3,977,0.722774982,0.412411928
45,0.64553529,52:27.2,52:31.2,3,class-specific,0.017664584,64,64,NA,NA,2,0.03396582,900,10,0.005819757,0.003193478,0.412408471,0.713495553,COMPLETE,1,3,1612,0.64132762,0.412408471
35,0.645537257,22:13.0,22:31.8,18,class-specific,0.019647326,128,64,128,NA,3,0.25247001,1500,10,0.002618868,0.000397135,0.412406683,0.710730076,COMPLETE,2,4,539,0.50540936,0.412406683
46,0.645537972,02:48.9,02:53.4,4,class-specific,0.035586841,256,64,NA,NA,2,0.090259247,900,10,0.00097417,0.008110592,0.412405968,0.741150439,COMPLETE,1,4,2558,0.557615161,0.412405968
22,0.64554441,24:29.3,24:35.0,5,class-specific,0.01956283,128,256,NA,NA,2,0.361206836,600,20,0.007198277,0.000689447,0.412400186,0.724004447,COMPLETE,2,4,2725,0.764359355,0.412400186
