number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
18,0.7139339447021484,2025-10-26 11:27:49.287971,2025-10-26 11:27:53.175290,3,class-specific,0.015798331887715993,128,64,64.0,64.0,4,0.03444130794564054,1500,20,0.0017726592529548702,0.00026874503487292185,0.28981897234916687,0.3501492738723755,0.7002212405204773,COMPLETE
171,0.7151460647583008,2025-10-26 11:43:59.648084,2025-10-26 11:44:03.960831,4,shared,0.014606022941227426,128,64,128.0,,3,0.206715884157024,1200,20,0.0001270647144106993,0.0018472045706092038,0.34092143177986145,0.34904593229293823,0.7029867172241211,COMPLETE
51,0.7170430421829224,2025-10-26 11:31:23.855030,2025-10-26 11:31:26.725717,2,shared,0.030894530477572894,128,64,,,2,0.15388317491072012,300,40,0.0001338274631199126,0.0009935582604839173,0.35145917534828186,0.3473193645477295,0.6797566413879395,COMPLETE
24,0.7174866795539856,2025-10-26 11:28:20.335479,2025-10-26 11:28:23.769302,3,shared,0.017841717778592284,256,128,64.0,128.0,4,0.14417706498275218,1500,10,0.003710958662271087,0.0001555302778496298,0.29048648476600647,0.3469155430793762,0.6946902871131897,COMPLETE
82,0.7178712487220764,2025-10-26 11:34:26.899085,2025-10-26 11:34:32.587225,5,shared,0.011482318464053213,64,128,64.0,256.0,4,0.05631846158153956,900,40,0.0012747107041499908,0.0001350123882908681,0.09561337530612946,0.3465654253959656,0.7013274431228638,COMPLETE
57,0.7183703780174255,2025-10-26 11:31:57.438191,2025-10-26 11:32:00.653148,3,shared,0.015736699622957546,128,64,,,2,0.08310769686008737,1500,40,0.00012706070794628614,0.0018706091969475853,0.722581684589386,0.34611111879348755,0.7118362784385681,COMPLETE
184,0.7189453840255737,2025-10-26 11:45:08.783678,2025-10-26 11:45:12.880914,4,shared,0.014572210625837145,128,64,128.0,,3,0.1886737214066191,1200,20,0.00010131245866688771,0.001755222874430292,0.3882811963558197,0.34558767080307007,0.6996681690216064,COMPLETE
75,0.719322144985199,2025-10-26 11:33:46.484889,2025-10-26 11:33:51.749919,5,shared,0.02104984459968586,256,128,128.0,128.0,4,0.12076451734460997,600,20,0.0004478163072998901,0.0002349997904172997,0.055560529232025146,0.34524476528167725,0.69856196641922,COMPLETE
80,0.7232491970062256,2025-10-26 11:34:15.889252,2025-10-26 11:34:20.326847,4,shared,0.03082043552448322,128,256,64.0,,3,0.06240936274545642,300,40,0.00021478561119004725,0.003174702579958146,0.708012044429779,0.3416702151298523,0.6996681690216064,COMPLETE
135,0.7285398244857788,2025-10-26 11:40:04.236581,2025-10-26 11:40:11.279625,7,shared,0.027657590188793654,64,64,64.0,256.0,4,0.1306800933334589,600,40,0.009935374037648227,0.001470938944682355,0.6920601725578308,0.3368545174598694,0.6875,COMPLETE
